scientificName,vernacularName,namePublishedIn,custom_TaxonAsRecorded,basisOfRecord,eventDate,locality,locationID,fieldNotes,custom_TransectStartLatitude,custom_TransectStartLongitude,custom_TransectEndLatitude,custom_TransectEndLongitude,geodeticDatum,coordinateUncertaintyInMeters,locationRemarks,verbatimCoordinates,verbatimCoordinateSystem,verbatimSRS,individualCount,custom_CoordinateBearing,custom_Transect,custom_InterceptPoint,decimalLongitude,decimalLatitude,taxonRank,coordinate_flag,taxonomic_flag,eventDate_flag
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2004-04-14,BICY,416-87,NA,26.2163,-81.0953,26.2174,-81.0932,WGS84,314,Cell #AJ06,"17N 2899645 E, 490479 N",UTM,WGS84,1,70,416,87,-81.09325479999379,26.216971422353733,species,A,A,A
Spartina bakeri,Sand cordgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sparbake,Human Observation,2003-06-04,BICY,521-88,NA,25.8672,-81.353,25.8687,-81.3513,WGS84,314,Cell #D44 (originally labeled E45),"17N 2861021 E, 464635 N",UTM,WGS84,1,60,521,88,-81.3510991005026,25.86819289306896,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2004-06-08,BICY,350-37,NA,25.8614,-80.9935,25.8614,-80.996,WGS84,314,Cell #AN45,"17N 2860338 E, 500653 N",UTM,WGS84,1,250,350,37,-80.9943671765429,25.861114429738386,NA,A,R,A
Fuirena scirpoidea,Southern umbrellasedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,fuirscir,Human Observation,2002-08-27,BICY,230-13,NA,26.043,-80.9091,26.0433,-80.9065,WGS84,314,Cell #AW25,"17N 2880453 E, 509098 N",UTM,WGS84,1,90,230,13,-80.90877526380915,26.042999999635015,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-05-18,BICY,364-59,NA,26.2236,-81.0959,26.222,-81.0973,WGS84,314,Cell #AD05,"17N 2900452 E, 490421 N",UTM,WGS84,1,220,364,59,-81.09684879207634,26.222580138521103,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2003-02-11,BICY,490-39,NA,26.0752,-81.293,26.0774,-81.2932,WGS84,314,Cell #J21,"17N 2884040 E, 470692 N",UTM,WGS84,1,5,490,39,-81.29291506828429,26.076076701175776,species,A,A,A
Panicum tenerum,Bluejoint panicum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,panitene,Human Observation,2002-08-27,BICY,231-79,NA,26.043,-80.9091,26.0448,-80.9074,WGS84,314,Cell #AW25,"17N 2880453 E, 509098 N",UTM,WGS84,1,45,231,79,-80.90770458278303,26.044260533712613,species,A,A,A
Eriocaulon ravenelii,Ravenel's pipewort,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,eriorave,Human Observation,2002-11-08,BICY,271-37,NA,25.7561,-81.0054,25.7563,-81.0064,WGS84,314,"Cell #AM57, origin estimated with ARCMap","17N 2848673 E, 499461 N",UTM,WGS84,1,280,271,37,-81.00630801042716,25.756244985771204,species,A,A,A
Sabal palmetto,Cabbage palm,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sabapalm,Human Observation,2004-06-24,BICY,322-31,NA,26.2493,-81.0753,26.2472,-81.0743,WGS84,314,Cell #AF02,"17N 2903294 E, 492483 N",UTM,WGS84,1,20,322,31,-81.07503468204506,26.249957324199677,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2003-05-27,BICY,526-8,NA,25.7363,-80.8579,25.7376,-80.8559,WGS84,314,Cell #BB59,"17N 2846491 E, 514249 N",UTM,WGS84,1,60,526,8,-80.85772738199728,25.736390265666138,NA,A,R,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-05-17,BICY,186-64,NA,26.0077,-81.2502,26.0099,-81.2509,WGS84,314,Cell #N29/185,"17N 2876558 E, 474962 N",UTM,WGS84,1,350,186,64,-81.25047753185183,26.009122257268697,NA,A,R,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-07-10,BICY,153-96,NA,26.0821,-81.3342,26.0798,-81.3337,WGS84,314,"Cell #F21, W of Prairie Fire Trail","17N 2884819 E, 466581 N",UTM,WGS84,1,170,153,96,-81.33378345195776,26.079966634546782,species,A,A,A
Hymenocallis palmeri,Alligatorlily,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,hymepalm,Human Observation,2002-07-10,BICY,151-99,NA,26.0769,-81.3107,26.0763,-81.3134,WGS84,314,Cell #H21,"17N 2884234 E, 468923 N",UTM,WGS84,1,265,151,99,-81.31316428550107,26.076705275398496,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-05-17,BICY,186-5,NA,26.0077,-81.2502,26.0099,-81.2509,WGS84,314,Cell #N29/185,"17N 2876558 E, 474962 N",UTM,WGS84,1,350,186,5,-81.25022168193516,26.007811113878372,NA,A,R,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2002-05-20,BICY,189-20,NA,25.7909,-80.8837,25.7895,-80.8818,WGS84,314,Cell #AY53,"17N 2852536 E, 511658 N",UTM,WGS84,1,130,189,20,-80.88331810259795,25.790609893079694,NA,A,R,A
Proserpinaca palustris,"Mermaid weed, Marsh mermaidweed",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,prospalu,Human Observation,2002-05-22,BICY,218-59,NA,25.7737,-81.0393,25.7737,-81.0393,WGS84,314,Cell #AJ55 (North of Loop Road),"17N 2850623 E, 496063 N",UTM,WGS84,1,110,218,59,-81.03791822498403,25.773244623274426,species,A,A,A
Ludwigia microcarpa,Smallfruit primrosewillow,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ludwmicr,Human Observation,2003-11-26,BICY,474-60,NA,25.8255,-80.9092,25.8276,-80.9083,WGS84,314,Cell #AW49,"17N 2856359 E, 509099 N",UTM,WGS84,1,15,474,60,-80.90881279389896,25.82680783389367,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2002-09-17,BICY,222-15,NA,25.6988,-80.9736,25.6966,-80.974,WGS84,314,Cell #AP63,"17N 2842329 E, 502644 N",UTM,WGS84,1,200,222,15,-80.97372778232034,25.698481915511667,species,A,A,A
Flaveria linearis,Narrowleaf yellowtops,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,flavline,Human Observation,2002-09-19,BICY,221-22,NA,26.1911,-80.8875,26.1901,-80.8896,WGS84,314,Cell #AY09,"17N 2896849 E, 511241 N",UTM,WGS84,1,250,221,22,-80.88801706196637,26.190930209825016,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-01-03,BICY,461-73,NA,26.1999,-80.9036,26.1995,-80.9062,WGS84,314,Cell #AW08,"17N 2897822 E, 509630 N",UTM,WGS84,1,260,461,73,-80.90539821088413,26.199613947702446,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-05-09,BICY,185-33,NA,25.7734,-80.8414,25.7713,-80.8427,WGS84,314,"Cell #BC55, Point B29S","17N 2850603 E, 515906 N",UTM,WGS84,1,210,185,33,-80.84181122704604,25.77275507997237,species,A,A,A
Rhynchospora odorata,Fragrant beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynodor,Human Observation,2003-01-04,BICY,460-17,NA,26.2036,-80.9318,26.2058,-80.9315,WGS84,314,Cell #AT07,"17N 2898234 E, 506815 N",UTM,WGS84,1,10,460,17,-80.93172615830727,26.203977776902523,species,A,A,A
Rhynchospora miliacea,Millet beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynmili,Human Observation,2002-08-08,BICY,256-60,NA,26.1826,-80.8868,26.1805,-80.8866,WGS84,314,Cell #AY10,"17N 2895910 E, 511309 N",UTM,WGS84,1,180,256,60,-80.8868,26.18124609680443,species,A,A,A
Toxicodendron radicans,Eastern poison-ivy,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,toxiradi,Human Observation,2004-06-22,BICY,313-72,NA,26.1627,-81.2799,26.1606,-81.2794,WGS84,314,Cell #L12,"17N 2893733 E, 472025 N",UTM,WGS84,1,180,313,72,-81.2799,26.161075311642925,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-02,BICY,198-35,NA,25.8494,-80.995,25.8499,-80.9928,WGS84,314,Cell #AN46,"17N 2859003 E, 500497 N",UTM,WGS84,1,80,198,35,-80.99414039845246,25.849537147076916,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-02-05,BICY,465-32,NA,26.1795,-80.9152,26.1798,-80.9177,WGS84,314,Cell #AV10,"17N 2895561 E, 508470 N",UTM,WGS84,1,280,465,32,-80.91598812231439,26.179625386055463,species,A,A,A
Ocotea coriacea,Lancewood,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ocotcori,Human Observation,2003-11-26,BICY,475-56,NA,25.8062,-80.8845,25.8065,-80.8823,WGS84,314,Cell #AY51,"17N 2854223 E, 511582 N",UTM,WGS84,1,250,475,56,-80.88581187308297,25.805767780263164,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-22,BICY,245-69,NA,25.9154,-81.2418,25.9176,-81.2417,WGS84,314,Cell #O39,"17N 2866336 E, 475780 N",UTM,WGS84,1,0,245,69,-81.2418,25.916957045968793,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-06-04,BICY,525-45,NA,25.98,-80.8747,25.981,-80.8767,WGS84,314,Cell #AZ32,"17N 2873479 E, 512543 N",UTM,WGS84,1,305,525,45,-80.87562031128574,25.980582438576665,species,A,A,A
Aristida beyrichiana,Southern wiregrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,arisbeyr,Human Observation,2004-04-07,BICY,436-97,NA,26.2515,-81.2499,26.2493,-81.2496,WGS84,314,Cell #O02,"17N 2903558 E, 475040 N",UTM,WGS84,1,180,436,97,-81.2499,26.24931121068379,species,A,A,A
Ilex cassine,"Dahoon holly, Dahoon",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,ilexcass,Human Observation,2003-02-13,BICY,477-55,NA,25.9287,-81.0161,25.9266,-81.0156,WGS84,314,Cell #AL38,"17N 2867787 E, 498386 N",UTM,WGS84,1,170,477,55,-81.01586166063933,25.927477733670713,species,A,A,A
Scleria,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,scleria sp.,Human Observation,2004-05-12,BICY,360-47,Scleria species,25.9514,-80.9266,25.9531,-80.928,WGS84,314,Cell #AU35,"17N 2870304 E, 507352 N",UTM,WGS84,1,330,360,47,-80.92718657264685,25.952318497826056,genus,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-08-27,BICY,235-20,NA,26.0528,-80.905,26.0506,-80.905,WGS84,314,"Cell #AW24, endpoint estimated using arcmap","17N 2881537 E, 509501 N",UTM,WGS84,1,180,235,20,-80.905,26.05234869083658,species,A,A,A
Rhynchospora microcarpa,Southern beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynmicr2,Human Observation,2002-08-29,BICY,248-9,NA,25.7858,-81.0958,25.7836,-81.0971,WGS84,314,Cell #AD54,"17N 2851968 E, 490392 N",UTM,WGS84,1,210,248,9,-81.09591216493145,25.78562411314039,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-21,BICY,239-100,NA,25.9782,-80.899,25.9802,-80.8984,WGS84,314,Cell #AX32,"17N 2873270 E, 510111 N",UTM,WGS84,1,25,239,100,-80.89794487300416,25.98024514195285,species,A,A,A
NA,NA,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,NA,Human Observation,2003-02-05,BICY,468-19,NA,26.1795,-80.9405,26.1775,-80.9416,WGS84,314,Cell #AS10,"17N 2895569 E, 505946 N",UTM,WGS84,1,210,468,19,-80.94073758222824,26.179128703391463,NA,A,R,A
Acer rubrum,Red maple,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acerrubr,Human Observation,2003-04-29,BICY,607-95,NA,25.8642,-81.2501,25.8662,-81.252,WGS84,314,Cell #N45,"17N 2860672 E, 474942 N",UTM,WGS84,1,320,607,95,-81.25162309980213,25.86584221821773,species,A,A,A
Rhynchospora tracyi,Tracy's beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyntrac,Human Observation,2002-08-27,BICY,234-17,NA,26.0528,-80.905,26.0519,-80.9029,WGS84,314,Cell #AW24,"17N 2881537 E, 509501 N",UTM,WGS84,1,120,234,17,-80.90463220798472,26.05260819314068,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-05-22,BICY,218-20,NA,25.7737,-81.0393,25.7737,-81.0393,WGS84,314,Cell #AJ55 (North of Loop Road),"17N 2850623 E, 496063 N",UTM,WGS84,1,110,218,20,-81.03883160050776,25.77354563648134,species,A,A,A
Acer rubrum,Red maple,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,acerrubr,Human Observation,2002-10-31,BICY,277-94,NA,25.8982,-81.257,25.8971,-81.2595,WGS84,314,Cell #N41,"17N 2864436 E, 474256 N",UTM,WGS84,1,240,277,94,-81.25903100137657,25.897139386542218,species,A,A,A
Sesuvium portulacastrum,"Perennial sea-purslane, Shoreline seapurslane",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sesuport,Human Observation,2003-03-25,BICY,445-66,NA,25.8941,-81.3267,25.8932,-81.3289,WGS84,314,Cell #G42,"17N 2863995 E, 467279 N",UTM,WGS84,1,250,445,66,-81.32824727851953,25.893590603053205,species,A,A,A
Spartina bakeri,Sand cordgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sparbake,Human Observation,2003-06-04,BICY,521-52,NA,25.8672,-81.353,25.8687,-81.3513,WGS84,314,Cell #D44 (originally labeled E45),"17N 2861021 E, 464635 N",UTM,WGS84,1,60,521,52,-81.35187674504624,25.867786712565994,species,A,A,A
Serenoa repens,Saw palmetto,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sererepe,Human Observation,2004-06-02,BICY,355-72,NA,26.007,-81.0699,26.0092,-81.0692,WGS84,314,Cell #AG29,"17N 2876456 E, 493009 N",UTM,WGS84,1,30,355,72,-81.06900099418787,26.008407048664903,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2002-07-17,BICY,163-32,NA,26.0432,-81.0379,26.0411,-81.0375,WGS84,314,"Cell #AJ25, Central Pines","17N 2880474 E, 496209 N",UTM,WGS84,1,180,163,32,-81.0379,26.042477904365153,species,A,A,A
Cladium jamaicense,"Saw-grass, Jamaica swamp sawgrass",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cladjama,Human Observation,2003-11-26,BICY,476-8,NA,25.8062,-80.8845,25.804,-80.8852,WGS84,314,Cell #AY51,"17N 2854223 E, 511582 N",UTM,WGS84,1,210,476,8,-80.88459971924343,25.806043656567812,species,A,A,A
Rhynchospora divergens,Spreading beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhyndive,Human Observation,2002-06-12,BICY,138-23,NA,26.0416,-81.0282,26.0417,-81.0256,WGS84,314,"Cell #AK25, Middle Pines, east of Cal Stone","17N 2880288 E, 497181 N",UTM,WGS84,1,90,138,23,-81.02762547356198,26.041599998857603,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2003-02-21,BICY,452-56,NA,26.0064,-80.9098,26.0048,-80.908,WGS84,314,Cell #AW29,"17N 2876396 E, 509026 N",UTM,WGS84,1,140,452,56,-80.90890111407545,26.005431966900517,species,A,A,A
Blechnum serrulatum,"Swamp fern, Toothed midsorus fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,blecserr,Human Observation,2004-05-06,BICY,340-46,NA,26.2422,-81.0507,26.2425,-81.0531,WGS84,314,Cell #AH03,"17N 2902502 E, 494939 N",UTM,WGS84,1,280,340,46,-81.05183353357357,26.242380239512975,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2002-07-11,BICY,154-58,NA,26.1057,-81.284,26.1051,-81.2863,WGS84,314,Cell #K18,"17N 2887417 E, 471604 N",UTM,WGS84,1,270,154,58,-81.28544959485284,26.10569999271476,species,A,A,A
Proserpinaca palustris,"Mermaid weed, Marsh mermaidweed",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,prospalu,Human Observation,2004-04-28,BICY,406-7,NA,25.8144,-81.0821,25.8152,-81.0841,WGS84,314,Cell #AE50,"17N 2855128 E, 491772 N",UTM,WGS84,1,300,406,7,-81.082251139649415,25.814478981621118,species,A,A,A
Thalia geniculata,"Alligatorflag, Fireflag",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,thalgeni,Human Observation,2002-08-01,BICY,255-27,NA,26.1693,-81.2554,26.1675,-81.2543,WGS84,314,Cell #N11,"17N 2894454 E, 474478 N",UTM,WGS84,1,170,255,27,-81.25528275733059,26.168699998411185,species,A,A,A
Panicum repens,Torpedo grass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,panirepe,Human Observation,2004-05-20,BICY,392-99,NA,26.2529,-80.8936,26.2547,-80.895,WGS84,314,Cell #AX02,"17N 2903700 E, 510627 N",UTM,WGS84,1,330,392,99,-80.89483872983098,26.25483462432435,species,A,A,A
Thelypteris interrupta,"Interrupted maiden fern, Hottentot fern",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,thelinte,Human Observation,2004-05-05,BICY,330-79,NA,26.2506,-81.0295,26.2484,-81.0298,WGS84,314,Cell #AK02,"17N 2903435 E, 497051 N",UTM,WGS84,1,185,330,79,-81.02967229479172,26.24882416091436,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-05-12,BICY,361-97,NA,25.9514,-80.9266,25.9534,-80.9257,WGS84,314,Cell #AU35,"17N 2870304 E, 507352 N",UTM,WGS84,1,300,361,97,-80.92869679975038,25.952494424772134,species,A,A,A
Paspalum monostachyum,Gulfdune paspalum,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,paspmono,Human Observation,2004-06-01,BICY,316-92,NA,25.9346,-81.0368,25.9352,-81.0391,WGS84,314,Cell #AJ37,"17N 2868446 E, 496319 N",UTM,WGS84,1,300,316,92,-81.03878843419596,25.93563801428814,species,A,A,A
Woodwardia virginica,Virginia chain fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,woodvirg,Human Observation,2004-06-22,BICY,311-59,NA,26.1685,-81.2779,26.1706,-81.2771,WGS84,314,Cell #L11,"17N 2894377 E, 472231 N",UTM,WGS84,1,25,311,59,-81.27727647236857,26.16970660292461,species,A,A,A
Cassytha filiformis,"Lovevine, Devil's gut",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,cassfili,Human Observation,2002-09-17,BICY,223-13,NA,25.6988,-80.9736,25.7,-80.9758,WGS84,314,Cell #AP63,"17N 2842329 E, 502644 N",UTM,WGS84,1,310,223,13,-80.97384804300451,25.69898857133994,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-04-29,BICY,606-24,NA,25.8642,-81.2501,25.8627,-81.2519,WGS84,314,Cell #N45,"17N 2860672 E, 474942 N",UTM,WGS84,1,230,606,24,-81.25055855897027,25.86385187508352,species,A,A,A
Myrica cerifera,"Wax myrtle, Southern Bayberry",Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,myriceri,Human Observation,2004-05-13,BICY,428-36,NA,25.8978,-81.2753,25.8964,-81.2736,WGS84,314,Cell #L41,"17N 2864400 E, 472424 N",UTM,WGS84,1,130,428,36,-81.27461196789078,25.897277814491705,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-08-02,BICY,198-70,NA,25.8494,-80.995,25.8499,-80.9928,WGS84,314,Cell #AN46,"17N 2859003 E, 500497 N",UTM,WGS84,1,80,198,70,-80.99328079492201,25.84967428906325,species,A,A,A
Spartina bakeri,Sand cordgrass,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,sparbake,Human Observation,2002-05-31,BICY,203-52,NA,26.2044,-81.066,26.2044,-81.066,WGS84,314,Cell #AG07 (was mislabeled as AD31),"17N 2898326 E, 493407 N",UTM,WGS84,1,50,203,52,-81.0650035760271,26.20515423005808,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2004-06-02,BICY,357-34,NA,25.9555,-81.0064,25.9541,-81.0084,WGS84,314,Cell #AM35,"17N 2870752 E, 499364 N",UTM,WGS84,1,240,357,34,-81.00713497701912,25.955116380185586,species,A,A,A
Woodwardia virginica,Virginia chain fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,woodvirg,Human Observation,2002-06-05,BICY,266-79,NA,26.0245,-81.154,26.0245,-81.154,WGS84,314,Cell #X27,"17N 2878407 E, 484596 N",UTM,WGS84,1,200,266,79,-81.15467482602739,26.022824828752604,species,A,A,A
Pteridium aquilinum var. caudatum,Lacy braken fern,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,pteraquicaud,Human Observation,2004-06-02,BICY,354-43,NA,26.007,-81.0699,26.0067,-81.0674,WGS84,314,Cell #AG29,"17N 2876456 E, 493009 N",UTM,WGS84,1,100,354,43,-81.06884251523772,26.006831501688968,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2003-04-29,BICY,607-50,NA,25.8642,-81.2501,25.8662,-81.252,WGS84,314,Cell #N45,"17N 2860672 E, 474942 N",UTM,WGS84,1,320,607,50,-81.25090162622686,25.865064327416114,species,A,A,A
Rhynchospora miliacea,Millet beaksedge,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,rhynmili,Human Observation,2003-04-24,BICY,613-67,NA,25.7194,-81.0846,25.7216,-81.0853,WGS84,314,Cell #AE61,"17N 2844609 E, 491518 N",UTM,WGS84,1,345,613,67,-81.08503199635854,25.720860435728586,species,A,A,A
Taxodium ascendens,Pond cypress,Guide to the Vascular Plants of Florida. Second Edition. Richard P. Wunderlin and Bruce F. Hansen. 2003. University Press of Florida,taxoasce,Human Observation,2002-09-17,BICY,196-4,NA,25.7085,-80.9687,25.7096,-80.9668,WGS84,314,Cell #AQ62,"17N 2843408 E, 503144 N",UTM,WGS84,1,135,196,4,-80.96862954546704,25.708436172201857,species,A,A,A
